rho_global,regime,regime_label,horizon,sigma_weighted_member_mean,ambiguity_weighted_variance_raw,ambiguity_weighted_std_raw,mc_noise_contribution_plugin,mc_noise_contribution_worstcase_expected,ambiguity_variance_plugin_corrected,ambiguity_std_plugin_corrected,ambiguity_member_min,ambiguity_member_max,ambiguity_member_range,retained_weight_ess,n_retained_hypotheses,interpretation,sigma_m1,sigma_m2_mean,sigma_m3_B2000,sigma_whitebox,abs_error_m1,abs_error_m2,abs_error_m3_B2000
0.95,G0,R_easy,130.0,0.9879980741513795,1.0762913947242307e-05,0.00328068802955147,1.2954209477990243e-05,0.0014673756194154889,0.0,0.0,0.9847328244274808,1.0,0.01526717557251922,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9866666666666668,0.9879980741513804,0.955,0.04500000000000004,0.03166666666666684,0.03299807415138045
0.95,G0,R_easy,135.0,0.9889986802981884,9.320841475118112e-06,0.0030530053185538527,1.2357971114379717e-05,0.0014673756194154889,0.0,0.0,0.9847328244274808,1.0,0.01526717557251922,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9866666666666668,0.9889986802981892,0.955,0.04500000000000004,0.03166666666666684,0.0339986802981892
0.95,G0,R_easy,140.0,0.9879986645360687,8.862462498314773e-06,0.0029769888307339637,1.3443255423040164e-05,0.0014673756194154889,0.0,0.0,0.9847328244274808,1.0,0.01526717557251922,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.99,0.9879986645360694,0.96,0.040000000000000036,0.030000000000000027,0.027998664536069473
0.95,G0,R_easy,145.0,0.9894977911185862,6.2968446700194555e-06,0.0025093514441025307,1.0664806613935258e-05,0.0014673756194154889,0.0,0.0,0.9877777777777778,1.0,0.012222222222222245,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.99,0.9894977911185868,0.965,0.03500000000000003,0.025000000000000022,0.024497791118586854
0.95,G0,R_easy,150.0,0.9899980941919907,4.881377887137357e-06,0.0022093840515259805,1.036634788864273e-05,0.0014673756194154889,0.0,0.0,0.9888888888888888,1.0,0.011111111111111183,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9866666666666668,0.9899980941919914,0.965,0.03500000000000003,0.021666666666666834,0.024998094191991393
0.95,G0,R_easy,155.0,0.9884980762906254,6.209811292097857e-06,0.0024919492956514697,1.2206754385349783e-05,0.0014673756194154889,0.0,0.0,0.9872773536895676,1.0,0.012722646310432406,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.99,0.988498076290626,0.965,0.03500000000000003,0.025000000000000022,0.023498076290626058
0.95,G0,R_easy,160.0,0.9874977653361611,7.061196755434703e-06,0.002657291243999179,1.3046282204102917e-05,0.0014673756194154889,0.0,0.0,0.9866666666666668,1.0,0.013333333333333197,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.99,0.9874977653361616,0.965,0.03500000000000003,0.025000000000000022,0.022497765336161657
0.95,G0,R_easy,165.0,0.9909987003387998,3.883979152521735e-06,0.0019707813558387786,9.767393177134115e-06,0.0014673756194154889,0.0,0.0,0.989821882951654,1.0,0.010178117048346036,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.99,0.9909987003388004,0.965,0.03500000000000003,0.025000000000000022,0.025998700338800473
0.95,G0,R_easy,170.0,0.9904983972653952,4.077089381304725e-06,0.0020191803736429106,1.0067210076375673e-05,0.0014673756194154889,0.0,0.0,0.989821882951654,1.0,0.010178117048346036,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.991111111111111,0.990498397265396,0.965,0.03500000000000003,0.026111111111111085,0.025498397265396044
0.95,G0,R_easy,175.0,0.9904983972653952,4.077089381304725e-06,0.0020191803736429106,1.0067210076375673e-05,0.0014673756194154889,0.0,0.0,0.989821882951654,1.0,0.010178117048346036,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.991111111111111,0.990498397265396,0.97,0.030000000000000027,0.02111111111111108,0.02049839726539604
0.95,G0,R_easy,180.0,0.9909984051464552,4.472011630366307e-06,0.0021147131319321556,9.521886000360107e-06,0.0014673756194154889,0.0,0.0,0.989821882951654,1.0,0.010178117048346036,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9922222222222222,0.9909984051464558,0.97,0.030000000000000027,0.022222222222222254,0.02099840514645579
0.95,G0,R_easy,185.0,0.994499039214935,1.6054645509253592e-06,0.0012670692762928786,5.759008389437855e-06,0.0014673756194154889,0.0,0.0,0.9935587761674718,1.0,0.006441223832528209,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9933333333333332,0.9944990392149357,0.97,0.030000000000000027,0.023333333333333206,0.02449903921493568
0.95,G0,R_easy,190.0,0.995498754042896,2.154102406942393e-06,0.0014676860723405374,4.19609659272764e-06,0.0014673756194154889,0.0,0.0,0.9944444444444444,1.0,0.005555555555555647,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9933333333333332,0.9954987540428968,0.97,0.030000000000000027,0.023333333333333206,0.02549875404289681
0.95,G0,R_easy,195.0,0.9959993523086453,3.1520184523053267e-06,0.0017753924783848012,4.139250983069995e-06,0.0014673756194154889,0.0,0.0,0.9935587761674718,1.0,0.006441223832528209,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9955555555555556,0.995999352308646,0.97,0.030000000000000027,0.025555555555555665,0.02599935230864603
0.95,G0,R_easy,200.0,0.9964993601897051,1.266561631339326e-06,0.0011254162036061707,3.5903510114739995e-06,0.0014673756194154889,0.0,0.0,0.9951690821256038,1.0,0.004830917874396157,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9966666666666668,0.9964993601897058,0.97,0.030000000000000027,0.02666666666666684,0.02649936018970578
0.95,G0,R_easy,205.0,0.9969996632631096,1.7395586591121502e-06,0.0013189232953861078,3.286459590385506e-06,0.0014673756194154889,0.0,0.0,0.9951690821256038,1.0,0.004830917874396157,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9966666666666668,0.9969996632631102,0.97,0.030000000000000027,0.02666666666666684,0.026999663263110207
0.95,G0,R_easy,210.0,0.9969996632631096,1.7395586591121502e-06,0.0013189232953861078,3.286459590385506e-06,0.0014673756194154889,0.0,0.0,0.9951690821256038,1.0,0.004830917874396157,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9966666666666668,0.9969996632631102,0.975,0.025000000000000022,0.021666666666666834,0.021999663263110203
0.95,G0,R_easy,215.0,0.9974996711441696,4.64106456628185e-07,0.0006812535920112165,2.735771670999258e-06,0.0014673756194154889,0.0,0.0,0.996779388083736,1.0,0.0032206119162639935,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9966666666666668,0.9974996711441702,0.975,0.025000000000000022,0.021666666666666834,0.022499671144170175
0.95,G0,R_easy,220.0,0.9979993780910706,1.441743872580115e-06,0.0012007263937217818,1.716559785243604e-06,0.0014673756194154889,0.0,0.0,0.996779388083736,1.0,0.0032206119162639935,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9966666666666668,0.9979993780910712,0.975,0.025000000000000022,0.021666666666666834,0.02299937809107122
0.95,G0,R_easy,225.0,0.9974990750176661,1.969067646720995e-06,0.0014032347083510282,2.0204512063320977e-06,0.0014673756194154889,0.0,0.0,0.9966666666666668,1.0,0.0033333333333331883,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,1.0,0.9974990750176668,0.975,0.025000000000000022,0.025000000000000022,0.022499075017666792
0.95,G0,R_easy,230.0,0.9979993780910706,1.441743872580115e-06,0.0012007263937217818,1.716559785243604e-06,0.0014673756194154889,0.0,0.0,0.996779388083736,1.0,0.0032206119162639935,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,1.0,0.9979993780910712,0.975,0.025000000000000022,0.025000000000000022,0.02299937809107122
0.95,G0,R_easy,235.0,0.9979993780910706,1.441743872580115e-06,0.0012007263937217818,1.716559785243604e-06,0.0014673756194154889,0.0,0.0,0.996779388083736,1.0,0.0032206119162639935,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,1.0,0.9979993780910712,0.975,0.025000000000000022,0.025000000000000022,0.02299937809107122
0.95,G0,R_easy,240.0,0.998499681164475,1.5255983754886713e-06,0.0012351511549153291,1.4119892771805804e-06,0.0014673756194154889,1.136090983080909e-07,0.00033705948778826997,0.996779388083736,1.0,0.0032206119162639935,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,1.0,0.9984996811644756,0.98,0.020000000000000018,0.020000000000000018,0.018499681164475645
0.95,G1,R_mid,60.0,0.8551024379779006,0.0005206386895526693,0.022817508399311903,0.000560977477644798,0.0014673756194154889,0.0,0.0,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9499999999999998,0.8551024379779013,0.81,0.18999999999999995,0.1399999999999998,0.045102437977901255
0.95,G1,R_mid,65.0,0.8707516279632916,0.0008347205885794325,0.02889153143361273,0.0004994696719292462,0.0014673756194154889,0.00033525091665018636,0.018309858455219864,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9466666666666668,0.8707516279632922,0.825,0.17500000000000004,0.12166666666666681,0.04575162796329224
0.95,G1,R_mid,70.0,0.8707862898085127,0.000821087814445009,0.028654629895446374,0.0004360858953595197,0.0014673756194154889,0.0003850019190854893,0.01962146577311413,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9477777777777776,0.8707862898085131,0.83,0.17000000000000004,0.11777777777777765,0.040786289808513176
0.95,G1,R_mid,75.0,0.8732857273454947,0.0008180751767116993,0.028602013507997986,0.00043331852106045425,0.0014673756194154889,0.0003847566556512451,0.01961521490198986,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9437037037037036,0.8732857273454953,0.83,0.17000000000000004,0.11370370370370364,0.043285727345495295
0.95,G1,R_mid,80.0,0.8718117003241752,0.0009162005492637421,0.030268804886611267,0.0003320988083487875,0.0014673756194154889,0.0005841017409149546,0.02416819689002377,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9488888888888888,0.8718117003241758,0.83,0.17000000000000004,0.11888888888888882,0.041811700324175805
0.95,G1,R_mid,85.0,0.8822992423154624,0.0008784743545852519,0.02963906804515371,0.00029734220649984324,0.0014673756194154889,0.0005811321480854086,0.02410668264372783,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9518518518518518,0.882299242315463,0.845,0.15500000000000003,0.10685185185185186,0.037299242315463
0.95,G1,R_mid,90.0,0.8793098789723853,0.0010409673878560986,0.03226402621893459,0.00027653868267643123,0.0014673756194154889,0.0007644287051796674,0.0276483038391086,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9514814814814816,0.879309878972386,0.855,0.14500000000000002,0.09648148148148161,0.024309878972386012
0.95,G1,R_mid,95.0,0.8788092864484507,0.0010201734392071852,0.031940154026040404,0.0002767861462801066,0.0014673756194154889,0.0007433872929270787,0.027265129615079382,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9544444444444444,0.8788092864484512,0.84,0.16000000000000003,0.11444444444444446,0.038809286448451275
0.95,G1,R_mid,100.0,0.8731521400293195,0.0007837499812507376,0.027995535023477184,0.00028227924885671006,0.0014673756194154889,0.0005014707323940275,0.02239354220292153,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9548148148148148,0.8731521400293201,0.845,0.15500000000000003,0.10981481481481481,0.028152140029320094
0.95,G1,R_mid,105.0,0.8841681266212563,0.0007110587084815304,0.026665684099260054,0.00029942727054097754,0.0014673756194154889,0.00041163143794055283,0.020288702224157976,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9522222222222224,0.8841681266212569,0.865,0.135,0.08722222222222242,0.019168126621256887
0.95,G1,R_mid,110.0,0.8851690394440385,0.0006838148809182894,0.026149854319255574,0.0002995212291642921,0.0014673756194154889,0.0003842936517539973,0.01960340918702656,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9566666666666666,0.8851690394440389,0.86,0.14,0.09666666666666657,0.02516903944403892
0.95,G1,R_mid,115.0,0.8896541368074787,0.0006908331887429216,0.026283705765034762,0.00026848497987494284,0.0014673756194154889,0.0004223482088679788,0.020551112107814965,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9577777777777776,0.8896541368074793,0.87,0.13,0.08777777777777762,0.019654136807479294
0.95,G1,R_mid,120.0,0.8961559931898821,0.0006317714614382097,0.025135064381023767,0.00026349735950387975,0.0014673756194154889,0.00036827410193433,0.019190469038935187,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9588888888888888,0.8961559931898827,0.87,0.13,0.0888888888888888,0.02615599318988271
0.95,G1,R_mid,125.0,0.9046604425005148,0.0006868165795209062,0.02620718564670587,0.00024215005078614997,0.0014673756194154889,0.00044466652873475626,0.02108711760138773,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9577777777777776,0.9046604425005152,0.865,0.135,0.09277777777777763,0.03966044250051526
0.95,G1,R_mid,130.0,0.9001713135131767,0.0006311544627293121,0.02512278771811186,0.0002869688502933931,0.0014673756194154889,0.000344185612435919,0.018552240092126852,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9585185185185184,0.9001713135131771,0.86,0.14,0.09851851851851845,0.040171313513177154
0.95,G1,R_mid,135.0,0.9001587359367196,0.0006231733829035098,0.024963440926753462,0.0002624276336317206,0.0014673756194154889,0.0003607457492717892,0.018993308012870986,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9588888888888888,0.9001587359367202,0.86,0.14,0.0988888888888888,0.04015873593672026
0.95,G1,R_mid,140.0,0.9001575494255273,0.0006465851999195075,0.025428039639726605,0.00026144611965623417,0.0014673756194154889,0.0003851390802632733,0.01962496064361081,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9588888888888888,0.9001575494255278,0.865,0.135,0.0938888888888888,0.035157549425527845
0.95,G1,R_mid,145.0,0.9101606474865425,0.0005996456233746014,0.02448766267683793,0.00025415174246140853,0.0014673756194154889,0.00034549388091319286,0.018587465693665525,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9566666666666666,0.9101606474865432,0.855,0.14500000000000002,0.10166666666666657,0.05516064748654326
0.95,G1,R_mid,150.0,0.9066597182257181,0.0006532815551320911,0.025559373136524517,0.00025699980646222984,0.0014673756194154889,0.0003962817486698613,0.01990682668508121,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9555555555555556,0.9066597182257188,0.855,0.14500000000000002,0.10055555555555562,0.0516597182257188
0.95,G1,R_mid,155.0,0.9051596945825384,0.0006246334112019145,0.024992667148624106,0.0002583836780518562,0.0014673756194154889,0.0003662497331500583,0.01913765223714911,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9622222222222222,0.9051596945825388,0.855,0.14500000000000002,0.10722222222222222,0.05015969458253877
0.95,G1,R_mid,160.0,0.9066611941874408,0.0005979149539512221,0.024452299563665215,0.0002580664742313756,0.0014673756194154889,0.0003398484797198465,0.01843497978626086,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.96,0.9066611941874414,0.855,0.14500000000000002,0.10499999999999998,0.05166119418744142
0.95,G1,R_mid,165.0,0.9161628026638592,0.0005820585995854707,0.024125890648543334,0.0002499307050722147,0.0014673756194154889,0.000332127894513256,0.018224376382012526,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9611111111111112,0.91616280266386,0.855,0.14500000000000002,0.10611111111111127,0.06116280266385998
0.95,G1,R_mid,170.0,0.9116621585750737,0.0006361745852171945,0.025222501565411677,0.0002540907843937852,0.0014673756194154889,0.00038208380082340923,0.019546963979692838,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9611111111111112,0.9116621585750744,0.86,0.14,0.10111111111111126,0.05166215857507439
0.95,G1,R_mid,175.0,0.9131644197208268,0.0006636913018495351,0.02576220685130711,0.0002372459781100809,0.0014673756194154889,0.00042644532373945415,0.020650552625522015,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9633333333333334,0.9131644197208276,0.855,0.14500000000000002,0.10833333333333339,0.05816441972082764
0.95,G1,R_mid,180.0,0.9181644755641688,0.0006113780768224868,0.024726060681444725,0.0002320062778988599,0.0014673756194154889,0.00037937179892362694,0.019477469007127875,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9577777777777778,0.9181644755641696,0.86,0.14,0.09777777777777785,0.05816447556416959
0.95,G1,R_mid,185.0,0.9251657494429433,0.0005767475105136012,0.02401556808642263,0.0002257976659436961,0.0014673756194154889,0.0003509498445699051,0.018733655397970388,0.0,1.0,1.0,2.957231764306276,14,posthoc retained-member spread; corrected field removes a plug-in estimate of expected member-MC contribution; min-max is descriptive only and is not an uncertainty interval,1.0,0.9633333333333334,0.9251657494429438,0.87,0.13,0.09333333333333338,0.055165749442943834
